               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,            0.054623,            0.012849,                   0,             0.62572,             0.48743,              0.5222,              0.2024,            0.051565,            0.008411,                   0,           0.0075328,           0.0075328,            0.032033
                  18,            0.053848,            0.012601,                   0,             0.62393,             0.46279,             0.49477,             0.19179,            0.052837,           0.0084804,                   0,           0.0079496,           0.0079496,             0.02825
                  19,            0.053624,            0.012581,                   0,             0.63087,             0.47221,             0.49336,             0.17342,            0.051652,           0.0091149,                   0,           0.0083661,           0.0083661,            0.024466
                  20,            0.054076,            0.012867,                   0,             0.55072,              0.3731,             0.37491,             0.11399,            0.057901,           0.0089452,                   0,           0.0087822,           0.0087822,            0.020682
                  21,            0.054399,             0.01297,                   0,              0.5609,             0.39249,             0.40556,             0.15342,            0.056049,            0.010978,                   0,           0.0091979,           0.0091979,            0.016898
                  22,            0.053891,             0.01289,                   0,             0.60162,             0.47043,              0.4831,             0.18474,            0.052769,           0.0083895,                   0,           0.0096132,           0.0096132,            0.013113
                  23,            0.053715,            0.012726,                   0,             0.50398,             0.41133,             0.37925,             0.13052,            0.058696,           0.0092058,                   0,           0.0099583,           0.0099583,           0.0099583
                  24,            0.053501,            0.012889,                   0,             0.64266,             0.48673,              0.5254,             0.19974,            0.051826,           0.0087257,                   0,           0.0099583,           0.0099583,           0.0099583
                  25,            0.054202,            0.012845,                   0,              0.5749,              0.4708,             0.47101,             0.17766,            0.053017,           0.0086592,                   0,           0.0099546,           0.0099546,           0.0099546
                  26,            0.051886,            0.012571,                   0,             0.64994,             0.47327,             0.51288,              0.1921,            0.051183,           0.0079193,                   0,           0.0099508,           0.0099508,           0.0099508
                  27,            0.051692,            0.012258,                   0,             0.69061,              0.5373,             0.58549,              0.2327,            0.048381,            0.008118,                   0,           0.0099467,           0.0099467,           0.0099467
                  28,            0.050924,            0.012334,                   0,             0.69129,             0.59221,             0.61839,             0.25891,            0.047331,           0.0085394,                   0,           0.0099426,           0.0099426,           0.0099426
                  29,            0.050048,            0.012063,                   0,              0.7083,             0.51965,             0.57588,             0.23877,            0.049463,            0.007481,                   0,           0.0099383,           0.0099383,           0.0099383
                  30,            0.050315,            0.012293,                   0,             0.74389,             0.55316,             0.61288,              0.2352,             0.04834,           0.0072612,                   0,           0.0099338,           0.0099338,           0.0099338
                  31,            0.049477,            0.011928,                   0,             0.69615,             0.59469,             0.63098,             0.25426,            0.047196,           0.0072463,                   0,           0.0099291,           0.0099291,           0.0099291
                  32,            0.049114,            0.011804,                   0,             0.75052,             0.63752,             0.69096,             0.27917,            0.044901,           0.0073829,                   0,           0.0099244,           0.0099244,           0.0099244
                  33,            0.048692,            0.011537,                   0,             0.75031,             0.60525,             0.66591,             0.27288,            0.045703,            0.006939,                   0,           0.0099194,           0.0099194,           0.0099194
                  34,             0.04815,            0.011681,                   0,             0.74123,             0.54832,             0.61151,             0.23803,             0.04868,           0.0077118,                   0,           0.0099143,           0.0099143,           0.0099143
                  35,            0.048397,            0.011814,                   0,              0.7083,             0.61204,             0.66177,              0.2792,            0.045805,           0.0070376,                   0,           0.0099091,           0.0099091,           0.0099091
                  36,            0.047947,            0.011394,                   0,             0.79621,             0.59886,             0.69484,             0.29107,            0.044914,           0.0065923,                   0,           0.0099037,           0.0099037,           0.0099037
                  37,            0.047251,            0.011574,                   0,              0.7378,             0.65443,             0.70351,             0.31402,            0.044086,           0.0065238,                   0,           0.0098981,           0.0098981,           0.0098981
                  38,            0.047845,            0.011567,                   0,             0.76584,             0.65027,             0.71027,             0.30856,            0.044025,           0.0068661,                   0,           0.0098924,           0.0098924,           0.0098924
                  39,            0.047542,            0.011027,                   0,               0.771,             0.63434,             0.70434,              0.3034,            0.044462,           0.0068083,                   0,           0.0098865,           0.0098865,           0.0098865
                  40,            0.047066,            0.011057,                   0,             0.79435,             0.69168,             0.75475,             0.32684,            0.042952,           0.0063247,                   0,           0.0098805,           0.0098805,           0.0098805
                  41,            0.046989,            0.011272,                   0,             0.77216,             0.65143,              0.7214,             0.32254,            0.043156,           0.0066484,                   0,           0.0098743,           0.0098743,           0.0098743
                  42,            0.045942,            0.010963,                   0,             0.79547,             0.68708,             0.74735,             0.32199,            0.043053,           0.0065426,                   0,            0.009868,            0.009868,            0.009868
                  43,            0.046296,            0.011191,                   0,             0.77432,             0.71823,             0.75544,             0.32437,            0.042632,           0.0064074,                   0,           0.0098615,           0.0098615,           0.0098615
                  44,            0.045808,             0.01119,                   0,             0.82649,             0.67953,             0.76246,             0.35457,            0.042006,           0.0063494,                   0,           0.0098549,           0.0098549,           0.0098549
                  45,            0.045587,             0.01117,                   0,             0.81332,             0.66867,             0.74262,             0.32668,            0.042509,           0.0063615,                   0,           0.0098481,           0.0098481,           0.0098481
                  46,            0.044955,             0.01067,                   0,             0.77632,             0.72855,             0.78497,             0.36645,            0.040334,           0.0061741,                   0,           0.0098412,           0.0098412,           0.0098412
                  47,            0.044661,            0.010927,                   0,             0.79558,             0.72885,             0.77919,              0.3533,            0.041177,           0.0062175,                   0,           0.0098341,           0.0098341,           0.0098341
                  48,            0.045593,            0.010973,                   0,             0.80739,             0.71817,             0.78627,             0.34378,             0.04181,           0.0061984,                   0,           0.0098268,           0.0098268,           0.0098268
                  49,            0.044747,            0.010528,                   0,             0.82681,             0.69793,             0.77754,             0.36215,            0.040048,           0.0065147,                   0,           0.0098195,           0.0098195,           0.0098195
                  50,            0.044384,             0.01078,                   0,             0.79259,             0.73487,             0.78925,              0.3657,            0.040395,           0.0064361,                   0,           0.0098119,           0.0098119,           0.0098119
                  51,            0.043334,            0.010909,                   0,             0.83046,             0.69558,             0.78981,             0.36052,            0.040608,           0.0062053,                   0,           0.0098042,           0.0098042,           0.0098042
                  52,            0.044179,            0.010521,                   0,             0.81076,             0.68244,             0.75798,             0.35527,            0.041195,           0.0065059,                   0,           0.0097964,           0.0097964,           0.0097964
                  53,            0.043669,            0.010729,                   0,              0.8384,             0.72248,             0.79588,             0.37551,            0.039743,           0.0059628,                   0,           0.0097884,           0.0097884,           0.0097884
                  54,            0.043672,             0.01061,                   0,              0.8335,             0.74425,             0.80872,             0.38161,            0.039248,           0.0060034,                   0,           0.0097803,           0.0097803,           0.0097803
                  55,              0.0433,            0.010358,                   0,              0.8423,             0.76637,              0.8211,             0.40127,            0.038655,           0.0058122,                   0,            0.009772,            0.009772,            0.009772
                  56,            0.042867,            0.010563,                   0,               0.845,             0.72948,             0.80569,             0.37706,            0.039419,           0.0059708,                   0,           0.0097635,           0.0097635,           0.0097635
                  57,            0.043609,            0.010379,                   0,             0.82482,             0.73133,             0.79542,             0.38927,            0.039301,           0.0062771,                   0,           0.0097549,           0.0097549,           0.0097549
                  58,            0.042611,            0.010566,                   0,             0.82862,             0.80438,             0.84216,             0.40857,             0.03794,           0.0056164,                   0,           0.0097462,           0.0097462,           0.0097462
                  59,            0.042592,            0.010165,                   0,             0.85794,             0.75044,             0.82757,             0.41439,            0.037549,           0.0056965,                   0,           0.0097373,           0.0097373,           0.0097373
                  60,            0.042214,            0.010523,                   0,             0.87729,              0.7469,             0.83198,             0.40925,            0.038681,           0.0057169,                   0,           0.0097283,           0.0097283,           0.0097283
                  61,            0.042089,            0.010518,                   0,             0.86628,             0.79343,             0.85855,             0.44117,             0.03674,           0.0056821,                   0,           0.0097191,           0.0097191,           0.0097191
                  62,            0.041923,            0.010434,                   0,             0.85927,             0.77592,             0.84199,             0.42967,            0.037835,           0.0056372,                   0,           0.0097098,           0.0097098,           0.0097098
                  63,            0.041695,            0.010308,                   0,             0.85842,             0.79788,              0.8513,             0.42817,            0.036624,           0.0055149,                   0,           0.0097003,           0.0097003,           0.0097003
                  64,            0.042053,            0.010062,                   0,             0.86325,             0.79611,             0.86107,             0.42158,            0.036851,           0.0057131,                   0,           0.0096907,           0.0096907,           0.0096907
                  65,            0.041441,            0.010255,                   0,             0.84582,              0.7787,             0.84139,             0.41692,             0.03756,           0.0056481,                   0,           0.0096809,           0.0096809,           0.0096809
                  66,            0.041768,            0.010497,                   0,             0.86716,             0.78794,             0.83952,             0.43213,            0.036755,            0.005631,                   0,            0.009671,            0.009671,            0.009671
                  67,            0.041146,            0.010268,                   0,             0.84931,             0.80637,             0.85778,             0.42689,            0.036748,           0.0055753,                   0,            0.009661,            0.009661,            0.009661
                  68,            0.041493,            0.010208,                   0,             0.87547,             0.79327,             0.85762,             0.43067,            0.036499,           0.0055387,                   0,           0.0096508,           0.0096508,           0.0096508
                  69,            0.041576,             0.01024,                   0,             0.85912,             0.80516,             0.85575,             0.44804,            0.035868,           0.0054382,                   0,           0.0096404,           0.0096404,           0.0096404
                  70,            0.040932,           0.0099158,                   0,             0.88678,             0.80814,             0.87269,             0.45876,             0.03567,           0.0054641,                   0,           0.0096299,           0.0096299,           0.0096299
                  71,            0.041459,            0.010061,                   0,             0.84835,             0.82377,              0.8606,             0.44305,            0.035837,           0.0056058,                   0,           0.0096193,           0.0096193,           0.0096193
                  72,            0.040949,            0.010049,                   0,             0.86691,             0.79929,             0.86468,             0.44694,            0.035377,           0.0056008,                   0,           0.0096085,           0.0096085,           0.0096085
                  73,            0.039939,             0.01022,                   0,             0.87798,             0.84562,             0.88503,             0.46211,            0.035166,            0.005399,                   0,           0.0095976,           0.0095976,           0.0095976
                  74,             0.04026,           0.0099453,                   0,             0.88798,             0.80637,             0.87622,             0.46474,            0.034891,           0.0053958,                   0,           0.0095866,           0.0095866,           0.0095866
                  75,            0.040209,           0.0099974,                   0,             0.88137,             0.78898,             0.86734,             0.46072,            0.035395,           0.0054849,                   0,           0.0095754,           0.0095754,           0.0095754
                  76,            0.040057,           0.0098796,                   0,             0.90122,             0.80319,             0.88286,             0.46743,            0.034316,           0.0052852,                   0,            0.009564,            0.009564,            0.009564
                  77,            0.039567,            0.009879,                   0,             0.87797,             0.83539,             0.88971,             0.48502,            0.033931,           0.0052164,                   0,           0.0095525,           0.0095525,           0.0095525
                  78,            0.039185,            0.009711,                   0,             0.87282,             0.82112,             0.87155,             0.45707,            0.035268,           0.0054977,                   0,           0.0095409,           0.0095409,           0.0095409
                  79,            0.040274,            0.010053,                   0,             0.88985,             0.82478,             0.88676,             0.47217,            0.034053,           0.0052644,                   0,           0.0095292,           0.0095292,           0.0095292
                  80,            0.039721,            0.010028,                   0,             0.89119,             0.83784,             0.89513,             0.47593,            0.033942,           0.0052509,                   0,           0.0095173,           0.0095173,           0.0095173
                  81,            0.039516,           0.0098363,                   0,             0.90536,             0.83644,             0.89609,             0.49226,            0.033577,           0.0052353,                   0,           0.0095052,           0.0095052,           0.0095052
                  82,            0.038742,           0.0097991,                   0,             0.90021,             0.81381,             0.88343,             0.48603,            0.033814,           0.0052011,                   0,            0.009493,            0.009493,            0.009493
                  83,            0.039375,           0.0097724,                   0,             0.88559,             0.83022,             0.88241,             0.47008,            0.034036,           0.0052551,                   0,           0.0094807,           0.0094807,           0.0094807
                  84,            0.039082,           0.0095719,                   0,             0.89517,             0.82938,             0.89103,             0.48649,            0.033742,           0.0052199,                   0,           0.0094683,           0.0094683,           0.0094683
                  85,            0.038959,           0.0097587,                   0,             0.90683,             0.83033,             0.89159,             0.49827,            0.033074,            0.005354,                   0,           0.0094557,           0.0094557,           0.0094557
                  86,            0.039013,           0.0097219,                   0,             0.89773,             0.82053,             0.89185,             0.49048,            0.033046,           0.0052417,                   0,            0.009443,            0.009443,            0.009443
                  87,            0.038755,           0.0096131,                   0,             0.89434,             0.85696,             0.90426,             0.50254,            0.032879,            0.005081,                   0,           0.0094301,           0.0094301,           0.0094301
                  88,            0.038646,           0.0097608,                   0,             0.89876,             0.86584,              0.9079,             0.50235,            0.032789,           0.0050694,                   0,           0.0094171,           0.0094171,           0.0094171
                  89,            0.038156,           0.0097521,                   0,             0.90248,             0.86157,             0.91244,             0.51733,            0.032093,           0.0049754,                   0,            0.009404,            0.009404,            0.009404
                  90,            0.037993,           0.0093752,                   0,             0.90009,             0.85789,             0.90973,             0.50661,            0.032898,           0.0051193,                   0,           0.0093907,           0.0093907,           0.0093907
                  91,            0.039003,           0.0094685,                   0,             0.87793,             0.87065,             0.90702,             0.50904,            0.032335,           0.0049761,                   0,           0.0093773,           0.0093773,           0.0093773
                  92,            0.038031,           0.0096404,                   0,             0.90878,             0.86159,             0.90646,             0.51026,            0.031876,           0.0049133,                   0,           0.0093638,           0.0093638,           0.0093638
                  93,            0.039016,           0.0097863,                   0,             0.91499,             0.85341,             0.90604,             0.51493,            0.032174,           0.0049909,                   0,           0.0093501,           0.0093501,           0.0093501
                  94,            0.037696,           0.0094619,                   0,             0.90324,             0.86973,              0.9149,             0.52452,            0.031433,           0.0048676,                   0,           0.0093363,           0.0093363,           0.0093363
                  95,            0.037396,           0.0097957,                   0,             0.90785,             0.87533,             0.91534,             0.52953,            0.031079,            0.004982,                   0,           0.0093224,           0.0093224,           0.0093224
                  96,            0.037449,            0.009337,                   0,             0.90695,             0.88035,              0.9174,             0.53442,             0.03097,           0.0048322,                   0,           0.0093083,           0.0093083,           0.0093083
                  97,            0.037261,           0.0091933,                   0,             0.92377,             0.85792,             0.91766,             0.53457,             0.03098,           0.0047335,                   0,           0.0092941,           0.0092941,           0.0092941
                  98,            0.037552,           0.0096558,                   0,             0.89829,             0.85664,             0.90492,             0.50342,            0.032274,           0.0050998,                   0,           0.0092798,           0.0092798,           0.0092798
                  99,            0.037089,           0.0096219,                   0,             0.92151,             0.88525,             0.92949,             0.54426,            0.030463,           0.0046784,                   0,           0.0092654,           0.0092654,           0.0092654
                 100,            0.037378,           0.0094873,                   0,             0.91522,             0.85978,             0.92262,             0.53566,            0.030936,           0.0047631,                   0,           0.0092508,           0.0092508,           0.0092508
                 101,            0.036616,           0.0094754,                   0,             0.94056,             0.86336,             0.92858,             0.54146,             0.03054,           0.0048343,                   0,           0.0092361,           0.0092361,           0.0092361
                 102,            0.036795,           0.0093776,                   0,             0.90338,             0.89062,             0.92099,             0.54154,            0.030574,           0.0047454,                   0,           0.0092212,           0.0092212,           0.0092212
                 103,            0.036879,           0.0093429,                   0,             0.91638,             0.87285,             0.92873,             0.54259,            0.030734,           0.0047521,                   0,           0.0092063,           0.0092063,           0.0092063
                 104,            0.036401,           0.0094604,                   0,             0.90747,             0.87575,             0.92486,             0.54642,            0.030383,           0.0047652,                   0,           0.0091912,           0.0091912,           0.0091912
                 105,            0.036518,           0.0092511,                   0,             0.92425,             0.87242,             0.93063,             0.54565,            0.030276,           0.0047362,                   0,            0.009176,            0.009176,            0.009176
                 106,            0.036428,           0.0092605,                   0,             0.91147,              0.8977,             0.92987,             0.54961,            0.029657,           0.0046233,                   0,           0.0091606,           0.0091606,           0.0091606
                 107,             0.03659,           0.0091532,                   0,              0.9488,             0.86581,             0.93188,             0.55622,            0.029829,           0.0046263,                   0,           0.0091452,           0.0091452,           0.0091452
                 108,            0.036401,           0.0094153,                   0,             0.90491,             0.88991,             0.93031,             0.55521,             0.02992,           0.0047118,                   0,           0.0091296,           0.0091296,           0.0091296
                 109,            0.035913,           0.0089084,                   0,             0.92759,             0.89062,             0.93275,              0.5566,            0.030238,           0.0046266,                   0,           0.0091138,           0.0091138,           0.0091138
                 110,            0.036143,           0.0093099,                   0,             0.92826,             0.90301,             0.93122,             0.56487,            0.029686,           0.0046373,                   0,            0.009098,            0.009098,            0.009098
                 111,            0.036774,           0.0091912,                   0,             0.92704,             0.89061,             0.93633,             0.55988,            0.029939,           0.0046299,                   0,           0.0090821,           0.0090821,           0.0090821
                 112,            0.036312,           0.0091623,                   0,             0.93147,             0.88602,             0.93234,             0.55935,            0.029449,           0.0046012,                   0,            0.009066,            0.009066,            0.009066
                 113,            0.036218,           0.0090253,                   0,             0.93721,             0.88236,             0.93821,             0.57359,            0.029082,            0.004581,                   0,           0.0090498,           0.0090498,           0.0090498
                 114,            0.035713,            0.009181,                   0,              0.9217,             0.89168,             0.93489,             0.56489,            0.029535,           0.0045758,                   0,           0.0090334,           0.0090334,           0.0090334
                 115,            0.035578,           0.0095678,                   0,             0.91926,             0.91186,             0.94121,             0.57655,            0.028818,           0.0046297,                   0,            0.009017,            0.009017,            0.009017
                 116,             0.03491,            0.008898,                   0,               0.935,             0.89451,             0.93792,             0.57306,            0.028748,           0.0044835,                   0,           0.0090004,           0.0090004,           0.0090004
                 117,             0.03525,           0.0090061,                   0,             0.93538,             0.90726,             0.94354,             0.57903,            0.028465,            0.004513,                   0,           0.0089838,           0.0089838,           0.0089838
                 118,            0.035867,           0.0088901,                   0,             0.93538,             0.88138,             0.93921,             0.57389,            0.028526,           0.0044447,                   0,            0.008967,            0.008967,            0.008967
                 119,            0.035597,           0.0090587,                   0,             0.92747,             0.90082,             0.93672,             0.57212,            0.028662,           0.0045969,                   0,           0.0089501,           0.0089501,           0.0089501
                 120,            0.035991,           0.0089461,                   0,             0.92736,             0.90053,              0.9384,             0.58171,            0.028694,           0.0045229,                   0,            0.008933,            0.008933,            0.008933
                 121,            0.035093,           0.0091126,                   0,             0.93323,             0.92028,              0.9474,             0.59166,            0.027751,           0.0043676,                   0,           0.0089159,           0.0089159,           0.0089159
                 122,            0.035336,           0.0089899,                   0,             0.92038,             0.92106,             0.94421,             0.59026,            0.027853,           0.0043844,                   0,           0.0088986,           0.0088986,           0.0088986
                 123,            0.034505,           0.0090221,                   0,             0.94664,             0.89797,             0.94304,              0.5965,            0.027633,           0.0043615,                   0,           0.0088812,           0.0088812,           0.0088812
                 124,             0.03443,           0.0088466,                   0,             0.93182,             0.91443,              0.9465,             0.59181,            0.027918,           0.0043494,                   0,           0.0088637,           0.0088637,           0.0088637
                 125,            0.035131,           0.0089098,                   0,             0.94016,              0.9065,             0.94589,             0.59056,            0.028052,           0.0043629,                   0,           0.0088461,           0.0088461,           0.0088461
                 126,            0.035459,           0.0091739,                   0,             0.93765,             0.89593,             0.93892,             0.58173,            0.028029,           0.0044484,                   0,           0.0088284,           0.0088284,           0.0088284
                 127,            0.034579,           0.0090285,                   0,              0.9419,             0.91823,             0.94545,             0.59647,            0.027525,           0.0044167,                   0,           0.0088106,           0.0088106,           0.0088106
                 128,            0.034959,           0.0088404,                   0,             0.93716,             0.91009,              0.9472,             0.59372,            0.027575,           0.0043883,                   0,           0.0087927,           0.0087927,           0.0087927
                 129,            0.034693,           0.0088314,                   0,             0.93861,             0.91468,             0.94659,             0.60194,            0.026921,           0.0043014,                   0,           0.0087746,           0.0087746,           0.0087746
                 130,            0.034495,           0.0090786,                   0,             0.94256,             0.91782,             0.94872,             0.59786,            0.027091,           0.0044033,                   0,           0.0087565,           0.0087565,           0.0087565
                 131,            0.034487,           0.0087575,                   0,              0.9455,              0.9154,             0.95225,             0.60142,            0.027088,           0.0042713,                   0,           0.0087382,           0.0087382,           0.0087382
                 132,            0.033902,            0.008728,                   0,             0.94491,             0.91674,             0.95287,             0.60271,            0.026892,           0.0043044,                   0,           0.0087198,           0.0087198,           0.0087198
                 133,            0.034305,           0.0089642,                   0,             0.94211,             0.90439,             0.95058,             0.59873,            0.027418,           0.0042981,                   0,           0.0087013,           0.0087013,           0.0087013
                 134,             0.03364,            0.008513,                   0,             0.95087,             0.91469,             0.95314,             0.61431,             0.02682,           0.0042278,                   0,           0.0086827,           0.0086827,           0.0086827
                 135,            0.033795,           0.0088505,                   0,             0.94771,             0.91745,             0.95522,             0.60945,            0.026598,           0.0041909,                   0,            0.008664,            0.008664,            0.008664
                 136,            0.033908,           0.0086477,                   0,             0.95533,             0.90407,              0.9539,             0.61154,            0.026876,           0.0042156,                   0,           0.0086452,           0.0086452,           0.0086452
                 137,            0.034426,           0.0088268,                   0,             0.94767,             0.92305,             0.95814,               0.609,            0.026562,           0.0042239,                   0,           0.0086263,           0.0086263,           0.0086263
                 138,            0.034254,           0.0087291,                   0,             0.95633,              0.9154,             0.95732,             0.62079,            0.026314,           0.0042247,                   0,           0.0086073,           0.0086073,           0.0086073
                 139,            0.033961,           0.0087168,                   0,             0.94388,             0.93664,              0.9587,             0.62807,            0.025917,           0.0041256,                   0,           0.0085882,           0.0085882,           0.0085882
                 140,            0.033756,           0.0085667,                   0,             0.95807,             0.90584,             0.95623,             0.62533,            0.026033,           0.0041463,                   0,            0.008569,            0.008569,            0.008569
                 141,            0.033582,           0.0086579,                   0,             0.94037,              0.9379,             0.95696,              0.6264,            0.025991,           0.0041446,                   0,           0.0085497,           0.0085497,           0.0085497
                 142,            0.033412,            0.008831,                   0,             0.93032,             0.92779,              0.9551,             0.63025,            0.025874,           0.0041395,                   0,           0.0085303,           0.0085303,           0.0085303
                 143,            0.033576,           0.0086896,                   0,             0.94973,             0.93623,             0.96005,             0.63396,            0.025634,           0.0040851,                   0,           0.0085108,           0.0085108,           0.0085108
                 144,            0.033432,           0.0084565,                   0,             0.95214,              0.9366,             0.96061,             0.63675,            0.025401,           0.0041005,                   0,           0.0084912,           0.0084912,           0.0084912
                 145,            0.033213,           0.0085279,                   0,             0.94109,             0.93874,             0.95894,             0.63591,            0.025391,           0.0041295,                   0,           0.0084714,           0.0084714,           0.0084714
                 146,            0.033352,           0.0085462,                   0,             0.94584,             0.93381,             0.95615,             0.63189,            0.025716,           0.0041149,                   0,           0.0084516,           0.0084516,           0.0084516
                 147,            0.032819,           0.0087269,                   0,             0.94607,             0.94549,             0.96192,             0.63974,            0.025224,           0.0040586,                   0,           0.0084317,           0.0084317,           0.0084317
                 148,            0.033339,            0.008542,                   0,             0.94607,             0.93767,             0.95956,             0.63287,            0.025415,           0.0041189,                   0,           0.0084117,           0.0084117,           0.0084117
                 149,            0.032737,           0.0084549,                   0,             0.94521,             0.94652,             0.96242,             0.64211,            0.025113,           0.0040363,                   0,           0.0083916,           0.0083916,           0.0083916
                 150,            0.033043,           0.0084148,                   0,              0.9558,             0.94158,             0.96353,             0.64605,            0.024831,           0.0040159,                   0,           0.0083714,           0.0083714,           0.0083714
                 151,            0.033271,           0.0085523,                   0,             0.94411,             0.93274,             0.96246,             0.64055,            0.025225,           0.0040502,                   0,           0.0083511,           0.0083511,           0.0083511
                 152,            0.032683,            0.008598,                   0,             0.93317,             0.94403,             0.96136,             0.64629,            0.024712,           0.0040283,                   0,           0.0083308,           0.0083308,           0.0083308
                 153,            0.033202,            0.008297,                   0,             0.96329,             0.92248,             0.96004,             0.64142,            0.024861,           0.0040559,                   0,           0.0083103,           0.0083103,           0.0083103
                 154,              0.0327,           0.0084116,                   0,             0.95311,              0.9426,             0.96256,             0.64367,            0.024861,           0.0039907,                   0,           0.0082897,           0.0082897,           0.0082897
                 155,            0.032494,           0.0085503,                   0,             0.95798,             0.93239,             0.96261,             0.65013,            0.024562,           0.0040194,                   0,           0.0082691,           0.0082691,           0.0082691
                 156,            0.032616,           0.0084337,                   0,              0.9504,             0.93699,             0.96154,             0.64307,            0.025019,           0.0040671,                   0,           0.0082483,           0.0082483,           0.0082483
                 157,            0.032475,           0.0086537,                   0,             0.95819,             0.94336,             0.96411,             0.65061,            0.024397,           0.0039784,                   0,           0.0082275,           0.0082275,           0.0082275
                 158,            0.032667,           0.0085526,                   0,             0.96164,              0.9331,             0.96583,             0.65299,            0.024424,           0.0039541,                   0,           0.0082066,           0.0082066,           0.0082066
                 159,              0.0325,           0.0083594,                   0,             0.96558,             0.94478,             0.96726,             0.65263,            0.024329,           0.0039298,                   0,           0.0081856,           0.0081856,           0.0081856
                 160,              0.0324,           0.0084721,                   0,             0.96104,             0.94296,             0.96694,             0.65765,             0.02403,           0.0039114,                   0,           0.0081645,           0.0081645,           0.0081645
                 161,            0.032538,           0.0085797,                   0,             0.95878,             0.93876,               0.965,              0.6559,            0.024116,           0.0039354,                   0,           0.0081433,           0.0081433,           0.0081433
                 162,            0.031979,            0.008413,                   0,             0.96797,             0.94153,             0.96823,             0.66052,            0.023835,           0.0039429,                   0,            0.008122,            0.008122,            0.008122
                 163,            0.032124,           0.0084174,                   0,             0.96111,             0.94761,             0.96736,             0.66001,            0.023856,           0.0039314,                   0,           0.0081007,           0.0081007,           0.0081007
                 164,            0.032198,           0.0083922,                   0,             0.95663,             0.93693,             0.96608,             0.66173,            0.023641,           0.0039715,                   0,           0.0080793,           0.0080793,           0.0080793
                 165,            0.031862,            0.008142,                   0,             0.94784,              0.9391,             0.96453,             0.66366,            0.023719,           0.0039364,                   0,           0.0080578,           0.0080578,           0.0080578
                 166,            0.032396,           0.0086154,                   0,             0.94328,             0.94867,              0.9657,             0.66169,             0.02366,           0.0039199,                   0,           0.0080362,           0.0080362,           0.0080362
